ZON_NM,DATE,px_mean,px_max
Gyeongsangbuk-do,20180309,14.2916666667,25
Gyeongsangbuk-do,20180310,25.8333333333,42
Gyeongsangbuk-do,20180311,46.5833333333,63
Gyeongsangbuk-do,20180312,52.0416666667,76
Gyeongsangbuk-do,20180313,44.0416666667,81
Gyeongsangbuk-do,20180314,29.875,79
Gyeongsangbuk-do,20180315,26.125,54
Gyeongsangbuk-do,20180316,12.5,47
Gyeongsangbuk-do,20180317,19.9166666667,33
Gyeongsangbuk-do,20180318,25.5,32
Gyeongsangbuk-do,20180319,11.7272727273,35
Gyeongsangbuk-do,20180320,15.2916666667,27
Gyeongsangbuk-do,20180321,6.79166666667,16
Gyeongsangbuk-do,20180322,18.375,43
Gyeongsangbuk-do,20180323,38.5833333333,45
Gyeongsangbuk-do,20180324,61.8333333333,87
Gyeongsangbuk-do,20180325,55.2916666667,102
Gyeongsangbuk-do,20180326,48.3333333333,62
Gyeongsangbuk-do,20180327,58.2083333333,69
Gyeongsangbuk-do,20180328,41.7916666667,72
Gyeongsangbuk-do,20180329,30.0,43
Gyeongsangbuk-do,20180330,26.5833333333,35
Gyeongsangbuk-do,20180331,48.3333333333,88
Gyeongsangbuk-do,20180401,73.9583333333,118
Gyeongsangbuk-do,20180402,78.5833333333,106
Gyeongsangbuk-do,20180403,62.5,82
Gyeongsangbuk-do,20180404,22.4347826087,66
Gyeongsangbuk-do,20180405,12.5833333333,33
Gyeongsangbuk-do,20180406,73.7142857143,194
Gyeongsangbuk-do,20180407,50.0,93
Gyeongsangbuk-do,20180408,26.875,60
Gyeongsangbuk-do,20180409,47.8333333333,85
Gyeongsangbuk-do,20180410,35.75,60
Gyeongsangbuk-do,20180411,39.0,90
Gyeongsangbuk-do,20180412,31.4583333333,46
Gyeongsangbuk-do,20180413,33.5416666667,50
Gyeongsangbuk-do,20180414,18.4166666667,42
Gyeongsangbuk-do,20180415,123.272727273,289
Gyeongsangbuk-do,20180416,48.375,86
Gyeongsangbuk-do,20180417,34.7916666667,52
Gyeongsangbuk-do,20180418,59.4583333333,84
Gyeongsangbuk-do,20180419,44.7083333333,91
Gyeongsangbuk-do,20180420,61.25,93
Gyeongsangbuk-do,20180421,58.125,77
Gyeongsangbuk-do,20180422,40.7083333333,59
Gyeongsangbuk-do,20180423,13.6666666667,27
Gyeongsangbuk-do,20180424,5.81818181818,19
Gyeongsangbuk-do,20180425,25.9583333333,61
Gyeongsangbuk-do,20180426,37.2916666667,63
Gyeongsangbuk-do,20180427,34.875,51
Gyeongsangbuk-do,20180428,37.0833333333,61
Gyeongsangbuk-do,20180429,34.4583333333,55
Gyeongsangbuk-do,20180430,44.0416666667,59
Gyeongsangbuk-do,20180501,43.375,52
Gyeongsangbuk-do,20180502,24.1666666667,52
Gyeongsangbuk-do,20180503,22.4,59
Gyeongsangbuk-do,20180504,27.6666666667,49
Gyeongsangbuk-do,20180505,26.375,40
Gyeongsangbuk-do,20180506,21.0,43
Gyeongsangbuk-do,20180507,15.8333333333,29
Gyeongsangbuk-do,20180508,14.5833333333,25
Gyeongsangbuk-do,20180509,16.4166666667,37
Gyeongsangbuk-do,20180510,24.1666666667,42
Gyeongsangbuk-do,20180511,33.0833333333,51
Gyeongsangbuk-do,20180512,31.875,51
Gyeongsangbuk-do,20180513,19.8333333333,36
Gyeongsangbuk-do,20180514,39.7727272727,52
Gyeongsangbuk-do,20180515,59.125,80
Gyeongsangbuk-do,20180516,31.6666666667,62
Gyeongsangbuk-do,20180517,17.9166666667,29
Gyeongsangbuk-do,20180518,10.7083333333,40
Gyeongsangbuk-do,20180519,8.95833333333,42
Gyeongsangbuk-do,20180520,8.79166666667,18
Gyeongsangbuk-do,20180521,9.91666666667,18
Gyeongsangbuk-do,20180522,15.4166666667,26
Gyeongsangbuk-do,20180523,34.2083333333,87
Gyeongsangbuk-do,20180524,74.375,98
Gyeongsangbuk-do,20180525,71.0833333333,99
Gyeongsangbuk-do,20180526,51.375,70
Gyeongsangbuk-do,20180527,49.7083333333,62
Gyeongsangbuk-do,20180528,44.0416666667,58
Gyeongsangbuk-do,20180529,44.375,53
Gyeongsangbuk-do,20180530,32.375,51
Gyeongsangbuk-do,20180531,23.2916666667,38
Gyeongsangbuk-do,20180601,27.5416666667,35
Gyeongsangbuk-do,20180602,30.25,66
Gyeongsangbuk-do,20180603,25.25,36
Gyeongsangbuk-do,20180604,30.125,41
Gyeongsangbuk-do,20180605,34.7916666667,46
Gyeongsangbuk-do,20180606,34.625,48
Gyeongsangbuk-do,20180607,42.9166666667,61
Gyeongsangbuk-do,20180608,35.1666666667,53
Gyeongsangbuk-do,20180609,19.5833333333,44
Gyeongsangbuk-do,20180610,9.14285714286,27
Gyeongsangbuk-do,20180611,10.2173913043,40
Gyeongsangbuk-do,20180612,12.6666666667,22
Gyeongsangbuk-do,20180613,14.9166666667,35
Gyeongsangbuk-do,20180614,10.7083333333,16
Gyeongsangbuk-do,20180615,12.2083333333,38
Gyeongsangbuk-do,20180616,9.875,32
Gyeongsangbuk-do,20180617,13.7916666667,27
Gyeongsangbuk-do,20180618,21.0,31
Gyeongsangbuk-do,20180619,30.75,50
Gyeongsangbuk-do,20180620,26.0,35
Gyeongsangbuk-do,20180621,27.2083333333,38
Gyeongsangbuk-do,20180622,24.625,36
Gyeongsangbuk-do,20180623,26.8333333333,48
Gyeongsangbuk-do,20180624,36.0416666667,56
Gyeongsangbuk-do,20180625,47.75,59
Gyeongsangbuk-do,20180626,39.9583333333,54
Gyeongsangbuk-do,20180627,13.375,26
Gyeongsangbuk-do,20180628,18.2083333333,32
Gyeongsangbuk-do,20180629,19.0833333333,31
Gyeongsangbuk-do,20180630,15.9583333333,34
Gyeongsangbuk-do,20180701,11.875,42
Gyeongsangbuk-do,20180702,9.0,29
Gyeongsangbuk-do,20180703,9.39130434783,20
Gyeongsangbuk-do,20180704,9.04166666667,32
Gyeongsangbuk-do,20180705,8.61904761905,37
Gyeongsangbuk-do,20180706,3.13636363636,6
Gyeongsangbuk-do,20180707,7.125,16
Gyeongsangbuk-do,20180708,6.41666666667,27
Gyeongsangbuk-do,20180709,4.91666666667,10
Gyeongsangbuk-do,20180710,20.5416666667,48
Gyeongsangbuk-do,20180711,31.0,37
Gyeongsangbuk-do,20180712,20.4583333333,35
Gyeongsangbuk-do,20180713,13.7083333333,22
Gyeongsangbuk-do,20180714,15.0416666667,35
Gyeongsangbuk-do,20180715,14.7083333333,26
Gyeongsangbuk-do,20180716,22.4583333333,58
Gyeongsangbuk-do,20180717,34.0416666667,46
Gyeongsangbuk-do,20180718,30.5625,41
Gyeongsangbuk-do,20180719,29.75,42
Gyeongsangbuk-do,20180720,33.8333333333,41
Gyeongsangbuk-do,20180721,42.3333333333,54
Gyeongsangbuk-do,20180722,23.875,44
Gyeongsangbuk-do,20180723,25.9583333333,35
Gyeongsangbuk-do,20180724,32.25,42
Gyeongsangbuk-do,20180725,26.2916666667,46
Gyeongsangbuk-do,20180726,22.4583333333,32
Gyeongsangbuk-do,20180727,27.6666666667,43
Gyeongsangbuk-do,20180728,23.9583333333,37
Gyeongsangbuk-do,20180729,15.3913043478,29
Gyeongsangbuk-do,20180730,6.78260869565,12
Gyeongsangbuk-do,20180731,10.3333333333,23
Gyeongsangbuk-do,20180801,10.25,22
Gyeongsangbuk-do,20180802,10.7083333333,22
Gyeongsangbuk-do,20180803,18.25,33
Gyeongsangbuk-do,20180804,22.625,34
Gyeongsangbuk-do,20180805,20.25,33
Gyeongsangbuk-do,20180806,18.0833333333,27
Gyeongsangbuk-do,20180807,7.29166666667,24
Gyeongsangbuk-do,20180808,13.5833333333,22
Gyeongsangbuk-do,20180809,14.4166666667,21
Gyeongsangbuk-do,20180810,6.47058823529,41
Gyeongsangbuk-do,20180811,7.125,13
Gyeongsangbuk-do,20180812,13.5,18
Gyeongsangbuk-do,20180813,20.2916666667,30
Gyeongsangbuk-do,20180814,20.5416666667,33
Gyeongsangbuk-do,20180815,9.95833333333,25
Gyeongsangbuk-do,20180816,10.5,19
Gyeongsangbuk-do,20180817,9.45833333333,19
Gyeongsangbuk-do,20180818,9.91666666667,13
Gyeongsangbuk-do,20180819,13.375,38
Gyeongsangbuk-do,20180820,20.5833333333,33
Gyeongsangbuk-do,20180821,26.6666666667,36
Gyeongsangbuk-do,20180822,14.2916666667,30
Gyeongsangbuk-do,20180823,10.125,14
Gyeongsangbuk-do,20180824,8.0,19
Gyeongsangbuk-do,20180825,22.3333333333,30
Gyeongsangbuk-do,20180826,10.75,28
Gyeongsangbuk-do,20180827,6.95833333333,17
Gyeongsangbuk-do,20180828,10.5833333333,16
Gyeongsangbuk-do,20180829,18.875,28
Gyeongsangbuk-do,20180830,14.25,25
Gyeongsangbuk-do,20180831,8.82608695652,21
Gyeongsangbuk-do,20180901,11.8333333333,22
Gyeongsangbuk-do,20180902,10.5,18
Gyeongsangbuk-do,20180903,11.9583333333,18
Gyeongsangbuk-do,20180904,12.1666666667,30
Gyeongsangbuk-do,20180905,19.0,24
Gyeongsangbuk-do,20180906,22.0833333333,28
Gyeongsangbuk-do,20180907,24.2083333333,40
Gyeongsangbuk-do,20180908,21.0833333333,27
Gyeongsangbuk-do,20180909,13.0833333333,23
Gyeongsangbuk-do,20180910,11.2916666667,41
Gyeongsangbuk-do,20180912,10.8333333333,20
Gyeongsangbuk-do,20180913,13.45,21
Gyeongsangbuk-do,20180914,9.33333333333,20
Gyeongsangbuk-do,20180915,9.5,46
Gyeongsangbuk-do,20180916,17.375,29
Gyeongsangbuk-do,20180917,29.875,44
Gyeongsangbuk-do,20180918,25.1666666667,33
Gyeongsangbuk-do,20180919,28.3333333333,38
Gyeongsangbuk-do,20180920,12.3333333333,30
Gyeongsangbuk-do,20180921,11.0,22
Gyeongsangbuk-do,20180922,23.0869565217,37
Gyeongsangbuk-do,20180923,27.4166666667,40
Gyeongsangbuk-do,20180924,19.3333333333,29
Gyeongsangbuk-do,20180925,12.4166666667,21
Gyeongsangbuk-do,20180926,7.95833333333,13
Gyeongsangbuk-do,20180927,9.04166666667,19
Gyeongsangbuk-do,20180928,9.375,19
Gyeongsangbuk-do,20180929,10.9583333333,24
Gyeongsangbuk-do,20180930,14.75,32
Gyeongsangbuk-do,20181001,11.5416666667,23
Gyeongsangbuk-do,20181002,14.2083333333,28
Gyeongsangbuk-do,20181003,19.7916666667,33
Gyeongsangbuk-do,20181004,14.25,23
Gyeongsangbuk-do,20181005,5.75,12
Gyeongsangbuk-do,20181006,4.125,13
Gyeongsangbuk-do,20181007,20.4166666667,37
Gyeongsangbuk-do,20181008,18.6666666667,27
Gyeongsangbuk-do,20181009,16.5833333333,24
Gyeongsangbuk-do,20181010,18.3181818182,31
Gyeongsangbuk-do,20181011,13.6666666667,18
Gyeongsangbuk-do,20181012,18.5,28
Gyeongsangbuk-do,20181013,13.6666666667,34
Gyeongsangbuk-do,20181014,13.0833333333,25
Gyeongsangbuk-do,20181015,35.3333333333,54
Gyeongsangbuk-do,20181016,46.375,62
Gyeongsangbuk-do,20181017,35.2916666667,55
Gyeongsangbuk-do,20181018,16.625,38
Gyeongsangbuk-do,20181019,11.2916666667,23
Gyeongsangbuk-do,20181020,15.5416666667,30
Gyeongsangbuk-do,20181021,17.6666666667,30
Gyeongsangbuk-do,20181022,25.2916666667,38
Gyeongsangbuk-do,20181023,26.0588235294,35
Gyeongsangbuk-do,20181024,36.625,49
Gyeongsangbuk-do,20181025,32.0833333333,48
Gyeongsangbuk-do,20181026,25.4583333333,35
Gyeongsangbuk-do,20181027,21.125,35
Gyeongsangbuk-do,20181028,13.7083333333,23
Gyeongsangbuk-do,20181029,14.6666666667,23
Gyeongsangbuk-do,20181030,17.625,26
Gyeongsangbuk-do,20181031,19.6666666667,49
Gwangju,20180301,32.875,75
Gwangju,20180302,36.4166666667,55
Gwangju,20180303,31.4583333333,55
Gwangju,20180304,19.8,32
Gwangju,20180305,6.0,10
Gwangju,20180306,18.0,36
Gwangju,20180307,21.9166666667,37
Gwangju,20180308,19.4166666667,58
Gwangju,20180309,51.3333333333,66
Gwangju,20180310,37.125,77
Gwangju,20180311,52.875,98
Gwangju,20180312,63.0,113
Gwangju,20180313,30.5,68
Gwangju,20180314,23.25,60
Gwangju,20180315,15.6666666667,30
Gwangju,20180316,20.25,44
Gwangju,20180317,22.5,42
Gwangju,20180318,25.5,41
Gwangju,20180319,7.63636363636,19
Gwangju,20180320,11.2083333333,25
Gwangju,20180321,4.70833333333,11
Gwangju,20180322,16.5416666667,33
Gwangju,20180323,32.625,58
Gwangju,20180324,61.1666666667,110
Gwangju,20180325,78.2916666667,121
Gwangju,20180326,60.7142857143,90
Gwangju,20180327,61.0416666667,96
Gwangju,20180328,44.7916666667,76
Gwangju,20180329,35.4166666667,51
Gwangju,20180330,43.9166666667,67
Gwangju,20180331,52.1666666667,74
Gwangju,20180401,70.1666666667,90
Gwangju,20180402,51.875,87
Gwangju,20180403,37.1666666667,57
Gwangju,20180404,15.4583333333,24
Gwangju,20180405,14.4166666667,25
Gwangju,20180406,64.8695652174,155
Gwangju,20180407,38.9166666667,68
Gwangju,20180408,41.9583333333,62
Gwangju,20180409,54.75,93
Gwangju,20180410,34.3333333333,61
Gwangju,20180411,40.2916666667,91
Gwangju,20180412,33.3333333333,44
Gwangju,20180413,26.7083333333,47
Gwangju,20180414,17.1666666667,41
Gwangju,20180415,109.041666667,288
Gwangju,20180416,30.9583333333,46
Gwangju,20180417,71.4583333333,112
Gwangju,20180418,80.2916666667,117
Gwangju,20180419,50.375,69
Gwangju,20180420,53.9166666667,90
Gwangju,20180421,42.5833333333,70
Gwangju,20180422,27.25,43
Gwangju,20180423,10.4615384615,29
Gwangju,20180424,6.54166666667,17
Gwangju,20180425,15.7727272727,38
Gwangju,20180426,23.3913043478,54
Gwangju,20180427,34.7083333333,64
Gwangju,20180428,38.7083333333,72
Gwangju,20180429,40.2916666667,72
Gwangju,20180430,38.0833333333,55
Gwangju,20180501,35.5,68
Gwangju,20180502,11.9047619048,31
Gwangju,20180503,29.625,54
Gwangju,20180504,32.375,53
Gwangju,20180505,32.125,69
Gwangju,20180506,11.5714285714,30
Gwangju,20180507,13.9166666667,29
Gwangju,20180508,19.625,48
Gwangju,20180509,24.25,65
Gwangju,20180510,30.625,62
Gwangju,20180511,26.8260869565,54
Gwangju,20180512,13.7083333333,31
Gwangju,20180513,17.3913043478,40
Gwangju,20180514,44.0434782609,104
Gwangju,20180515,46.9090909091,104
Gwangju,20180516,11.0,27
Gwangju,20180517,10.652173913,20
Gwangju,20180518,15.5416666667,27
Gwangju,20180519,15.7222222222,39
Gwangju,20180520,22.0,55
Gwangju,20180521,31.1176470588,60
Gwangju,20180522,21.3333333333,43
Gwangju,20180523,39.5909090909,100
Gwangju,20180524,78.4583333333,111
Gwangju,20180525,68.7916666667,91
Gwangju,20180526,47.9166666667,72
Gwangju,20180527,47.625,60
Gwangju,20180528,35.125,56
Gwangju,20180529,25.7083333333,34
Gwangju,20180530,39.4,57
Gwangju,20180531,29.75,53
Gwangju,20180601,31.25,41
Gwangju,20180602,24.4583333333,41
Gwangju,20180603,32.8333333333,45
Gwangju,20180604,39.0833333333,51
Gwangju,20180605,34.9583333333,54
Gwangju,20180606,39.375,51
Gwangju,20180607,50.4583333333,76
Gwangju,20180608,42.7916666667,63
Gwangju,20180609,62.2727272727,91
Gwangju,20180610,19.75,67
Gwangju,20180611,23.2083333333,36
Gwangju,20180612,19.25,35
Gwangju,20180613,25.4782608696,41
Gwangju,20180614,29.0,41
Gwangju,20180615,21.7083333333,35
Gwangju,20180616,20.7083333333,34
Gwangju,20180617,32.4166666667,45
Gwangju,20180618,36.7083333333,52
Gwangju,20180619,30.9583333333,69
Gwangju,20180620,17.0833333333,28
Gwangju,20180621,22.125,38
Gwangju,20180622,25.0,41
Gwangju,20180623,27.0833333333,47
Gwangju,20180624,42.9166666667,66
Gwangju,20180625,42.3333333333,80
Gwangju,20180626,19.1666666667,41
Gwangju,20180627,9.93333333333,32
Gwangju,20180628,12.875,41
Gwangju,20180629,12.3043478261,20
Gwangju,20180630,15.1666666667,24
Gwangju,20180702,13.8,32
Gwangju,20180703,11.625,23
Gwangju,20180704,12.5833333333,26
Gwangju,20180705,14.2083333333,36
Gwangju,20180706,12.7083333333,38
Gwangju,20180707,9.70833333333,21
Gwangju,20180708,16.0416666667,41
Gwangju,20180709,9.41666666667,17
Gwangju,20180710,18.6666666667,27
Gwangju,20180711,16.6666666667,24
Gwangju,20180712,14.2083333333,22
Gwangju,20180713,16.2916666667,25
Gwangju,20180714,14.7916666667,26
Gwangju,20180715,16.1666666667,39
Gwangju,20180716,27.7916666667,57
Gwangju,20180717,30.25,87
Gwangju,20180718,28.5,39
Gwangju,20180719,23.9166666667,35
Gwangju,20180720,36.0833333333,55
Gwangju,20180721,37.4166666667,68
Gwangju,20180722,12.2916666667,20
Gwangju,20180723,13.6666666667,28
Gwangju,20180724,16.4166666667,40
Gwangju,20180725,20.125,39
Gwangju,20180726,21.3333333333,32
Gwangju,20180727,18.9583333333,27
Gwangju,20180728,25.5416666667,44
Gwangju,20180729,18.1666666667,28
Gwangju,20180730,9.54166666667,16
Gwangju,20180731,13.9583333333,19
Gwangju,20180801,15.9166666667,23
Gwangju,20180802,16.0833333333,25
Gwangju,20180803,18.8333333333,29
Gwangju,20180804,17.375,31
Gwangju,20180805,15.9166666667,24
Gwangju,20180806,16.6666666667,26
Gwangju,20180807,22.75,47
Gwangju,20180808,18.7916666667,37
Gwangju,20180809,17.2916666667,29
Gwangju,20180810,20.5,30
Gwangju,20180811,11.125,19
Gwangju,20180812,16.7083333333,33
Gwangju,20180813,15.0833333333,26
Gwangju,20180814,17.875,32
Gwangju,20180815,14.5416666667,22
Gwangju,20180816,10.375,17
Gwangju,20180817,10.7916666667,15
Gwangju,20180818,13.75,24
Gwangju,20180819,17.4166666667,27
Gwangju,20180820,20.0833333333,27
Gwangju,20180821,23.3333333333,35
Gwangju,20180822,15.4166666667,27
Gwangju,20180823,7.82608695652,13
Gwangju,20180824,8.17391304348,19
Gwangju,20180825,16.125,22
Gwangju,20180826,7.4347826087,22
Gwangju,20180827,8.66666666667,14
Gwangju,20180828,25.0,53
Gwangju,20180829,10.8333333333,17
Gwangju,20180830,9.6,22
Gwangju,20180831,13.5,31
Gwangju,20180902,13.7826086957,39
Gwangju,20180903,11.3333333333,29
Gwangju,20180904,9.625,21
Gwangju,20180905,14.7083333333,27
Gwangju,20180906,17.0833333333,29
Gwangju,20180907,17.5833333333,54
Gwangju,20180908,12.4583333333,21
Gwangju,20180909,13.625,20
Gwangju,20180910,11.8333333333,22
Gwangju,20180911,11.1666666667,19
Gwangju,20180912,14.4347826087,22
Gwangju,20180913,14.7083333333,25
Gwangju,20180914,8.75,17
Gwangju,20180915,9.45833333333,18
Gwangju,20180916,15.875,26
Gwangju,20180917,18.875,30
Gwangju,20180918,18.7083333333,28
Gwangju,20180919,28.875,46
Gwangju,20180920,17.75,41
Gwangju,20180921,8.125,15
Gwangju,20180922,18.5416666667,30
Gwangju,20180923,22.3333333333,32
Gwangju,20180924,16.1666666667,30
Gwangju,20180925,7.875,18
Gwangju,20180926,10.0,19
Gwangju,20180927,7.91666666667,21
Gwangju,20180928,10.5833333333,19
Gwangju,20180929,10.7916666667,25
Gwangju,20180930,13.1666666667,29
Gwangju,20181001,13.125,21
Gwangju,20181002,14.625,25
Gwangju,20181003,15.875,24
Gwangju,20181004,14.9583333333,26
Gwangju,20181005,6.20833333333,18
Gwangju,20181006,9.09523809524,21
Gwangju,20181007,19.1666666667,31
Gwangju,20181008,13.4583333333,26
Gwangju,20181009,14.7083333333,35
Gwangju,20181010,18.3,30
Gwangju,20181011,18.6666666667,41
Gwangju,20181012,15.2173913043,44
Gwangju,20181013,19.125,50
Gwangju,20181014,21.7916666667,47
Gwangju,20181015,30.7916666667,63
Gwangju,20181016,34.5416666667,48
Gwangju,20181017,23.3913043478,45
Gwangju,20181018,19.75,48
Gwangju,20181019,15.7083333333,45
Gwangju,20181020,18.6666666667,42
Gwangju,20181021,22.3333333333,50
Gwangju,20181022,25.619047619,51
Gwangju,20181023,30.4166666667,48
Gwangju,20181024,28.75,55
Gwangju,20181025,33.875,116
Gwangju,20181026,21.5416666667,31
Gwangju,20181027,29.380952381,79
Gwangju,20181028,10.3333333333,27
Gwangju,20181029,26.3636363636,56
Gwangju,20181030,18.25,38
Gwangju,20181031,20.2916666667,42
Daegu,20180301,21.5909090909,46
Daegu,20180302,35.625,58
Daegu,20180303,48.7083333333,68
Daegu,20180304,34.7916666667,53
Daegu,20180305,6.89473684211,20
Daegu,20180306,23.4166666667,38
Daegu,20180307,21.9583333333,42
Daegu,20180308,11.4583333333,23
Daegu,20180309,19.9583333333,30
Daegu,20180310,31.6666666667,49
Daegu,20180311,47.0416666667,71
Daegu,20180312,51.7083333333,71
Daegu,20180313,42.6666666667,78
Daegu,20180314,20.5294117647,44
Daegu,20180315,19.5416666667,37
Daegu,20180316,15.0952380952,27
Daegu,20180317,26.2083333333,43
Daegu,20180318,32.0,45
Daegu,20180319,11.5652173913,39
Daegu,20180320,16.75,29
Daegu,20180321,5.75,15
Daegu,20180322,20.4166666667,42
Daegu,20180323,37.2083333333,48
Daegu,20180324,59.75,85
Daegu,20180325,49.5833333333,101
Daegu,20180326,41.625,56
Daegu,20180327,57.9166666667,71
Daegu,20180328,48.375,68
Daegu,20180329,39.3333333333,70
Daegu,20180330,27.625,51
Daegu,20180331,46.4166666667,72
Daegu,20180401,71.5,120
Daegu,20180402,61.7083333333,85
Daegu,20180403,41.0,88
Daegu,20180404,22.3,54
Daegu,20180405,16.25,27
Daegu,20180406,54.6666666667,157
Daegu,20180407,45.2916666667,92
Daegu,20180408,31.0416666667,54
Daegu,20180409,50.625,87
Daegu,20180410,43.3333333333,69
Daegu,20180411,36.7083333333,79
Daegu,20180412,25.9583333333,50
Daegu,20180413,31.7916666667,47
Daegu,20180414,20.7916666667,32
Daegu,20180415,127.590909091,292
Daegu,20180416,50.2916666667,92
Daegu,20180417,60.375,97
Daegu,20180418,77.625,100
Daegu,20180419,46.5833333333,71
Daegu,20180420,65.5833333333,98
Daegu,20180421,63.5833333333,97
Daegu,20180422,45.75,71
Daegu,20180423,13.5833333333,50
Daegu,20180424,7.41666666667,15
Daegu,20180425,26.2083333333,48
Daegu,20180426,43.2916666667,66
Daegu,20180427,34.25,62
Daegu,20180428,40.6666666667,64
Daegu,20180429,35.125,66
Daegu,20180430,55.0416666667,70
Daegu,20180501,41.9166666667,53
Daegu,20180502,27.9583333333,61
Daegu,20180503,35.0,123
Daegu,20180504,33.7916666667,73
Daegu,20180505,28.7916666667,43
Daegu,20180506,16.6666666667,34
Daegu,20180507,9.41666666667,22
Daegu,20180508,14.75,31
Daegu,20180509,19.7391304348,47
Daegu,20180510,30.125,48
Daegu,20180511,33.375,52
Daegu,20180512,31.9583333333,41
Daegu,20180513,19.7916666667,31
Daegu,20180514,45.0416666667,72
Daegu,20180515,70.5,83
Daegu,20180516,12.2916666667,26
Daegu,20180517,12.375,21
Daegu,20180518,15.1666666667,40
Daegu,20180519,10.1666666667,17
Daegu,20180520,11.5,18
Daegu,20180521,17.375,31
Daegu,20180522,24.5833333333,33
Daegu,20180523,33.875,79
Daegu,20180524,66.4166666667,92
Daegu,20180525,73.6666666667,100
Daegu,20180526,54.875,75
Daegu,20180527,56.0416666667,84
Daegu,20180528,40.125,60
Daegu,20180529,33.125,62
Daegu,20180530,37.5,50
Daegu,20180531,31.375,58
Daegu,20180601,32.6666666667,50
Daegu,20180602,33.875,50
Daegu,20180603,28.625,52
Daegu,20180604,43.9130434783,53
Daegu,20180605,40.0416666667,69
Daegu,20180606,44.0,57
Daegu,20180607,53.8333333333,61
Daegu,20180608,40.7916666667,63
Daegu,20180609,21.8333333333,44
Daegu,20180610,12.2916666667,20
Daegu,20180611,9.625,15
Daegu,20180612,18.5416666667,34
Daegu,20180613,29.875,57
Daegu,20180614,13.9166666667,26
Daegu,20180615,14.5416666667,20
Daegu,20180616,14.875,27
Daegu,20180617,19.4583333333,37
Daegu,20180618,28.3333333333,42
Daegu,20180619,34.2083333333,53
Daegu,20180620,24.125,37
Daegu,20180621,26.9166666667,43
Daegu,20180622,28.375,46
Daegu,20180623,36.9166666667,47
Daegu,20180624,41.5,48
Daegu,20180625,49.9166666667,57
Daegu,20180626,38.1666666667,117
Daegu,20180627,19.0,39
Daegu,20180628,17.2083333333,34
Daegu,20180629,27.125,38
Daegu,20180630,15.125,33
Daegu,20180701,14.2916666667,31
Daegu,20180702,16.2916666667,35
Daegu,20180703,11.3181818182,27
Daegu,20180704,14.6666666667,29
Daegu,20180705,9.66666666667,26
Daegu,20180706,4.75,8
Daegu,20180707,8.5652173913,41
Daegu,20180708,9.20833333333,15
Daegu,20180709,8.875,15
Daegu,20180710,23.625,47
Daegu,20180711,24.7083333333,35
Daegu,20180712,25.25,43
Daegu,20180713,22.5833333333,40
Daegu,20180714,17.5416666667,41
Daegu,20180715,15.7083333333,26
Daegu,20180716,34.2083333333,56
Daegu,20180717,44.6666666667,57
Daegu,20180718,36.2083333333,64
Daegu,20180719,46.8333333333,61
Daegu,20180720,49.75,65
Daegu,20180721,39.7083333333,70
Daegu,20180722,16.8333333333,25
Daegu,20180723,21.2916666667,32
Daegu,20180724,26.0833333333,35
Daegu,20180725,24.3333333333,36
Daegu,20180726,30.2083333333,55
Daegu,20180727,37.3333333333,52
Daegu,20180728,23.9583333333,45
Daegu,20180729,11.875,22
Daegu,20180730,11.347826087,18
Daegu,20180731,13.2916666667,19
Daegu,20180801,21.8,28
Daegu,20180802,16.4347826087,42
Daegu,20180803,18.4166666667,25
Daegu,20180804,21.7916666667,28
Daegu,20180805,20.8333333333,29
Daegu,20180806,23.1666666667,31
Daegu,20180808,20.2916666667,33
Daegu,20180809,17.0,32
Daegu,20180810,9.91666666667,19
Daegu,20180811,11.5833333333,18
Daegu,20180812,15.6666666667,24
Daegu,20180813,22.0833333333,35
Daegu,20180814,16.7916666667,29
Daegu,20180815,13.2916666667,23
Daegu,20180816,9.29166666667,19
Daegu,20180817,10.7916666667,16
Daegu,20180818,14.5833333333,18
Daegu,20180819,16.0833333333,31
Daegu,20180820,24.625,41
Daegu,20180821,22.375,35
Daegu,20180822,16.0416666667,29
Daegu,20180823,11.5833333333,17
Daegu,20180824,7.83333333333,17
Daegu,20180825,16.9166666667,27
Daegu,20180826,9.95833333333,28
Daegu,20180827,9.16666666667,20
Daegu,20180828,18.4166666667,45
Daegu,20180829,22.4166666667,48
Daegu,20180830,11.2916666667,22
Daegu,20180831,13.9583333333,21
Daegu,20180901,14.0,22
Daegu,20180902,12.5833333333,19
Daegu,20180903,15.9583333333,24
Daegu,20180904,14.1304347826,26
Daegu,20180905,18.2916666667,26
Daegu,20180906,21.6666666667,30
Daegu,20180907,25.7083333333,38
Daegu,20180908,21.25,30
Daegu,20180909,16.375,24
Daegu,20180910,11.5833333333,21
Daegu,20180911,13.2083333333,21
Daegu,20180912,13.4583333333,20
Daegu,20180913,16.5833333333,25
Daegu,20180914,7.83333333333,18
Daegu,20180915,15.9583333333,33
Daegu,20180916,21.6666666667,41
Daegu,20180917,31.625,45
Daegu,20180918,28.875,37
Daegu,20180919,37.0416666667,57
Daegu,20180920,13.125,27
Daegu,20180921,9.41666666667,20
Daegu,20180922,21.5416666667,39
Daegu,20180923,28.6666666667,39
Daegu,20180924,19.9583333333,28
Daegu,20180926,10.875,21
Daegu,20180927,10.7916666667,21
Daegu,20180928,13.4166666667,27
Daegu,20180929,15.9166666667,24
Daegu,20180930,13.9166666667,40
Daegu,20181001,12.875,20
Daegu,20181002,15.5,30
