ZON_NM,DATE,px_mean,px_max
Gangwon-do,20180701,10.9565217391,23
Gangwon-do,20180702,5.46153846154,15
Gangwon-do,20180703,7.22222222222,13
Gangwon-do,20180704,9.70833333333,20
Gangwon-do,20180705,6.82608695652,17
Gangwon-do,20180706,4.29166666667,12
Gangwon-do,20180707,4.45833333333,9
Gangwon-do,20180708,8.20833333333,26
Gangwon-do,20180709,6.66666666667,13
Gangwon-do,20180710,10.75,28
Gangwon-do,20180711,20.3333333333,39
Gangwon-do,20180712,22.5,38
Gangwon-do,20180713,22.125,36
Gangwon-do,20180714,21.5833333333,35
Gangwon-do,20180715,21.0833333333,33
Gangwon-do,20180716,27.375,44
Gangwon-do,20180717,29.5833333333,38
Gangwon-do,20180718,30.0,50
Gangwon-do,20180719,28.1666666667,41
Gangwon-do,20180720,29.7083333333,53
Gangwon-do,20180721,37.5,53
Gangwon-do,20180722,23.4166666667,34
Gangwon-do,20180723,26.0416666667,40
Gangwon-do,20180724,24.5416666667,31
Gangwon-do,20180725,24.9166666667,44
Gangwon-do,20180726,28.9166666667,37
Gangwon-do,20180727,32.0,52
Gangwon-do,20180728,23.1666666667,35
Gangwon-do,20180729,15.875,24
Gangwon-do,20180730,8.95833333333,20
Gangwon-do,20180731,12.8333333333,25
Gangwon-do,20180801,13.4583333333,24
Gangwon-do,20180802,20.4166666667,33
Gangwon-do,20180803,28.7083333333,49
Gangwon-do,20180804,28.8333333333,48
Gangwon-do,20180805,18.3333333333,31
Gangwon-do,20180806,13.4090909091,41
Gangwon-do,20180807,9.83333333333,23
Gangwon-do,20180808,17.1666666667,22
Gangwon-do,20180809,15.4583333333,25
Gangwon-do,20180810,5.58333333333,12
Gangwon-do,20180811,7.375,16
Gangwon-do,20180812,13.75,32
Gangwon-do,20180813,21.1428571429,34
Gangwon-do,20180814,19.5,31
Gangwon-do,20180815,17.3125,27
Gangwon-do,20180816,10.5454545455,23
Gangwon-do,20180817,9.29166666667,18
Gangwon-do,20180818,10.625,20
Gangwon-do,20180819,14.125,26
Gangwon-do,20180820,21.2916666667,35
Gangwon-do,20180821,19.0416666667,26
Gangwon-do,20180822,15.4583333333,31
Gangwon-do,20180823,9.25,22
Gangwon-do,20180824,5.30434782609,10
Gangwon-do,20180825,20.4583333333,27
Gangwon-do,20180826,20.2083333333,30
Gangwon-do,20180827,9.83333333333,18
Gangwon-do,20180828,10.15,22
Gangwon-do,20180829,3.5,5
Gangwon-do,20180830,26.4,38
Gangwon-do,20180831,23.2083333333,47
Gangwon-do,20180901,12.5,28
Gangwon-do,20180902,11.7083333333,24
Gangwon-do,20180903,14.347826087,22
Gangwon-do,20180904,11.4583333333,22
Gangwon-do,20180905,21.125,28
Gangwon-do,20180906,25.8235294118,39
Gangwon-do,20180907,21.4,34
Gangwon-do,20180908,15.0,25
Gangwon-do,20180909,10.5416666667,19
Gangwon-do,20180910,10.4166666667,20
Gangwon-do,20180911,9.79166666667,23
Gangwon-do,20180912,12.5,23
Gangwon-do,20180913,16.75,45
Gangwon-do,20180914,12.5833333333,22
Gangwon-do,20180915,12.4166666667,19
Gangwon-do,20180916,25.625,42
Gangwon-do,20180917,26.1666666667,44
Gangwon-do,20180918,23.6666666667,36
Gangwon-do,20180919,24.125,35
Gangwon-do,20180920,10.4782608696,25
Gangwon-do,20180921,8.375,22
Gangwon-do,20180922,24.75,43
Gangwon-do,20180923,24.2083333333,34
Gangwon-do,20180924,14.75,24
Gangwon-do,20180925,10.8333333333,16
Gangwon-do,20180926,9.91666666667,22
Gangwon-do,20180927,8.83333333333,16
Gangwon-do,20180928,12.875,22
Gangwon-do,20180929,10.0,28
Gangwon-do,20180930,18.875,51
Gangwon-do,20181001,15.4166666667,26
Gangwon-do,20181002,21.1666666667,41
Gangwon-do,20181003,20.375,51
Gangwon-do,20181004,12.5416666667,20
Gangwon-do,20181005,9.66666666667,24
Gangwon-do,20181006,3.91304347826,14
Gangwon-do,20181007,17.7083333333,34
Gangwon-do,20181008,19.2916666667,39
Gangwon-do,20181009,21.5,39
Gangwon-do,20181010,17.7083333333,32
Gangwon-do,20181011,15.625,34
Gangwon-do,20181012,17.2916666667,28
Gangwon-do,20181013,16.5,35
Gangwon-do,20181014,21.4166666667,40
Gangwon-do,20181015,36.2083333333,61
Gangwon-do,20181016,35.6666666667,52
Gangwon-do,20181017,32.0416666667,62
Gangwon-do,20181018,13.3181818182,26
Gangwon-do,20181019,16.4583333333,38
Gangwon-do,20181020,22.2916666667,43
Gangwon-do,20181021,26.875,59
Gangwon-do,20181022,29.7083333333,56
Gangwon-do,20181023,33.0416666667,97
Gangwon-do,20181024,31.6666666667,44
Gangwon-do,20181025,27.1666666667,45
Gangwon-do,20181026,25.5833333333,58
Gangwon-do,20181027,25.9583333333,44
Gangwon-do,20181028,15.7142857143,21
Gangwon-do,20181029,12.6,22
Gangwon-do,20181030,22.3333333333,40
Gangwon-do,20181031,23.6666666667,45
Gyeonggi-do,20180301,37.625,87
Gyeonggi-do,20180302,63.0833333333,88
Gyeonggi-do,20180303,53.6086956522,82
Gyeonggi-do,20180304,27.1739130435,41
Gyeonggi-do,20180305,13.7,27
Gyeonggi-do,20180306,28.2083333333,56
Gyeonggi-do,20180307,28.25,48
Gyeonggi-do,20180308,28.8695652174,72
Gyeonggi-do,20180309,50.1428571429,88
Gyeonggi-do,20180310,39.6666666667,71
Gyeonggi-do,20180311,48.2916666667,76
Gyeonggi-do,20180312,105.0,163
Gyeonggi-do,20180313,57.625,105
Gyeonggi-do,20180314,27.0833333333,50
Gyeonggi-do,20180315,16.7916666667,28
Gyeonggi-do,20180316,17.2105263158,35
Gyeonggi-do,20180317,26.625,58
Gyeonggi-do,20180318,46.3333333333,65
Gyeonggi-do,20180319,16.8333333333,57
Gyeonggi-do,20180320,16.3333333333,35
Gyeonggi-do,20180321,11.5416666667,23
Gyeonggi-do,20180322,35.0833333333,71
Gyeonggi-do,20180323,53.2083333333,73
Gyeonggi-do,20180324,82.5833333333,111
Gyeonggi-do,20180325,104.708333333,196
Gyeonggi-do,20180326,69.4166666667,97
Gyeonggi-do,20180327,79.5833333333,109
Gyeonggi-do,20180328,44.625,75
Gyeonggi-do,20180329,53.125,97
Gyeonggi-do,20180330,50.3333333333,85
Gyeonggi-do,20180331,48.0416666667,84
Gyeonggi-do,20180401,72.3333333333,108
Gyeonggi-do,20180402,71.125,102
Gyeonggi-do,20180403,61.5416666667,99
Gyeonggi-do,20180404,17.9,76
Gyeonggi-do,20180405,4.08695652174,8
Gyeonggi-do,20180406,82.0454545455,269
Gyeonggi-do,20180407,48.2916666667,87
Gyeonggi-do,20180408,33.8333333333,56
Gyeonggi-do,20180409,40.75,58
Gyeonggi-do,20180410,51.375,107
Gyeonggi-do,20180411,53.0833333333,94
Gyeonggi-do,20180412,51.2916666667,85
Gyeonggi-do,20180413,41.375,63
Gyeonggi-do,20180414,15.9583333333,27
Gyeonggi-do,20180415,68.4166666667,139
Gyeonggi-do,20180416,40.625,72
Gyeonggi-do,20180417,66.7727272727,112
Gyeonggi-do,20180418,54.5555555556,106
Gyeonggi-do,20180419,72.125,116
Gyeonggi-do,20180420,96.380952381,153
Gyeonggi-do,20180421,70.5,147
Gyeonggi-do,20180422,37.0,90
Gyeonggi-do,20180423,8.6,20
Gyeonggi-do,20180424,9.41666666667,25
Gyeonggi-do,20180425,33.0,81
Gyeonggi-do,20180426,40.3333333333,71
Gyeonggi-do,20180427,46.5,79
Gyeonggi-do,20180428,44.5416666667,71
Gyeonggi-do,20180429,48.25,75
Gyeonggi-do,20180430,59.2083333333,91
Gyeonggi-do,20180501,48.625,79
Gyeonggi-do,20180502,33.0,63
Gyeonggi-do,20180503,38.7619047619,91
Gyeonggi-do,20180504,39.2083333333,61
Gyeonggi-do,20180505,41.5,79
Gyeonggi-do,20180506,12.875,37
Gyeonggi-do,20180507,38.5,87
Gyeonggi-do,20180508,25.2857142857,61
Gyeonggi-do,20180509,29.9473684211,67
Gyeonggi-do,20180510,35.625,65
Gyeonggi-do,20180511,53.1666666667,103
Gyeonggi-do,20180512,23.0833333333,58
Gyeonggi-do,20180513,20.9583333333,39
Gyeonggi-do,20180514,57.9166666667,110
Gyeonggi-do,20180515,61.2916666667,75
Gyeonggi-do,20180516,32.1538461538,65
Gyeonggi-do,20180517,40.4,47
Gyeonggi-do,20180518,14.3636363636,31
Gyeonggi-do,20180519,19.8095238095,41
Gyeonggi-do,20180520,15.3684210526,29
Gyeonggi-do,20180521,24.9545454545,51
Gyeonggi-do,20180522,29.4166666667,61
Gyeonggi-do,20180523,43.0434782609,80
Gyeonggi-do,20180524,90.8333333333,141
Gyeonggi-do,20180525,83.4583333333,111
Gyeonggi-do,20180526,70.7083333333,116
Gyeonggi-do,20180527,53.7083333333,85
Gyeonggi-do,20180528,48.2916666667,84
Gyeonggi-do,20180529,35.6666666667,69
Gyeonggi-do,20180530,33.6956521739,66
Gyeonggi-do,20180531,42.8636363636,81
Gyeonggi-do,20180601,45.8181818182,83
Gyeonggi-do,20180602,29.4166666667,64
Gyeonggi-do,20180603,32.9583333333,67
Gyeonggi-do,20180604,35.5833333333,72
Gyeonggi-do,20180605,43.25,69
Gyeonggi-do,20180606,52.0454545455,97
Gyeonggi-do,20180607,28.8095238095,70
Gyeonggi-do,20180608,30.8333333333,48
Gyeonggi-do,20180609,37.0833333333,52
Gyeonggi-do,20180610,12.5909090909,24
Gyeonggi-do,20180611,16.1904761905,55
Gyeonggi-do,20180612,14.2916666667,33
Gyeonggi-do,20180613,27.3333333333,47
Gyeonggi-do,20180614,23.2083333333,39
Gyeonggi-do,20180615,14.3043478261,31
Gyeonggi-do,20180616,23.3043478261,46
Gyeonggi-do,20180617,36.9166666667,56
Gyeonggi-do,20180618,36.1666666667,59
Gyeonggi-do,20180619,37.125,50
Gyeonggi-do,20180620,36.7916666667,49
Gyeonggi-do,20180621,35.75,47
Gyeonggi-do,20180622,38.4583333333,62
Gyeonggi-do,20180623,35.2857142857,47
Gyeonggi-do,20180624,43.3333333333,79
Gyeonggi-do,20180625,53.0,82
Gyeonggi-do,20180626,34.5416666667,67
Gyeonggi-do,20180627,21.625,55
Gyeonggi-do,20180628,17.0,29
Gyeonggi-do,20180629,33.3333333333,52
Gyeonggi-do,20180630,35.0,62
Gyeonggi-do,20180701,3.77777777778,8
Gyeonggi-do,20180702,10.4347826087,31
Gyeonggi-do,20180703,13.9166666667,33
Gyeonggi-do,20180704,20.4166666667,38
Gyeonggi-do,20180705,25.2083333333,46
Gyeonggi-do,20180706,6.375,11
Gyeonggi-do,20180707,8.08333333333,18
Gyeonggi-do,20180708,11.625,24
Gyeonggi-do,20180709,9.08333333333,14
Gyeonggi-do,20180710,23.0,40
Gyeonggi-do,20180711,26.4166666667,50
Gyeonggi-do,20180712,22.7083333333,33
Gyeonggi-do,20180713,16.8333333333,26
Gyeonggi-do,20180714,18.2916666667,26
Gyeonggi-do,20180715,19.75,33
Gyeonggi-do,20180716,21.0,37
Gyeonggi-do,20180717,28.125,47
Gyeonggi-do,20180718,32.9583333333,45
Gyeonggi-do,20180719,28.5416666667,57
Gyeonggi-do,20180720,30.0,54
Gyeonggi-do,20180721,29.2916666667,60
Gyeonggi-do,20180722,31.625,45
Gyeonggi-do,20180723,31.2916666667,48
Gyeonggi-do,20180724,36.9583333333,59
Gyeonggi-do,20180725,25.75,39
Gyeonggi-do,20180726,34.4166666667,51
Gyeonggi-do,20180727,41.1666666667,63
Gyeonggi-do,20180728,35.7916666667,68
Gyeonggi-do,20180729,17.625,30
Gyeonggi-do,20180730,11.3333333333,22
Gyeonggi-do,20180731,20.6666666667,45
Gyeonggi-do,20180801,35.5833333333,54
Gyeonggi-do,20180802,42.5833333333,78
Gyeonggi-do,20180803,35.0416666667,60
Gyeonggi-do,20180804,27.7916666667,39
Gyeonggi-do,20180805,24.0,36
Gyeonggi-do,20180806,26.6666666667,43
Gyeonggi-do,20180807,19.625,40
Gyeonggi-do,20180808,21.75,34
Gyeonggi-do,20180809,21.3333333333,34
Gyeonggi-do,20180810,27.7619047619,59
Gyeonggi-do,20180811,18.125,37
Gyeonggi-do,20180812,26.2222222222,48
Gyeonggi-do,20180813,30.3333333333,70
Gyeonggi-do,20180814,26.3043478261,74
Gyeonggi-do,20180815,36.1052631579,95
Gyeonggi-do,20180816,16.8888888889,43
Gyeonggi-do,20180817,29.9333333333,49
Gyeonggi-do,20180818,26.8947368421,56
Gyeonggi-do,20180819,35.1666666667,68
Gyeonggi-do,20180820,37.5,66
Gyeonggi-do,20180821,25.6153846154,51
Gyeonggi-do,20180822,31.25,56
Gyeonggi-do,20180823,14.9,37
Gyeonggi-do,20180824,12.7692307692,41
Gyeonggi-do,20180825,26.6363636364,51
Gyeonggi-do,20180826,12.0434782609,42
Gyeonggi-do,20180827,10.9583333333,24
Gyeonggi-do,20180828,9.82608695652,21
Gyeonggi-do,20180829,18.6086956522,33
Gyeonggi-do,20180830,24.875,49
Gyeonggi-do,20180831,21.8260869565,47
Gyeonggi-do,20180901,26.4761904762,48
Gyeonggi-do,20180902,24.5,58
Gyeonggi-do,20180903,17.0952380952,57
Gyeonggi-do,20180904,19.8571428571,52
Gyeonggi-do,20180905,26.875,56
Gyeonggi-do,20180906,30.5,72
Gyeonggi-do,20180907,22.2608695652,46
Gyeonggi-do,20180908,28.0416666667,64
Gyeonggi-do,20180909,27.5,65
Gyeonggi-do,20180910,21.15,58
Gyeonggi-do,20180911,23.2941176471,49
Gyeonggi-do,20180912,24.1,57
Gyeonggi-do,20180913,21.9545454545,60
Gyeonggi-do,20180914,16.9583333333,35
Gyeonggi-do,20180915,10.6666666667,22
Gyeonggi-do,20180916,30.5,53
Gyeonggi-do,20180917,27.4583333333,64
Gyeonggi-do,20180918,26.0,34
Gyeonggi-do,20180919,16.25,23
Gyeonggi-do,20180920,11.05,28
Gyeonggi-do,20180921,10.4,21
Gyeonggi-do,20180922,40.0555555556,65
Gyeonggi-do,20180923,33.9583333333,64
Gyeonggi-do,20180924,9.875,18
Gyeonggi-do,20180925,22.0666666667,39
Gyeonggi-do,20180926,12.95,37
Gyeonggi-do,20180927,17.5,39
Gyeonggi-do,20180928,18.85,39
Gyeonggi-do,20180929,20.4583333333,43
Gyeonggi-do,20180930,23.3913043478,51
Gyeonggi-do,20181001,15.5833333333,36
Gyeonggi-do,20181002,30.9583333333,57
Gyeonggi-do,20181003,32.9583333333,49
Gyeonggi-do,20181004,23.9166666667,43
Gyeonggi-do,20181005,6.4347826087,11
Gyeonggi-do,20181006,11.5652173913,27
Gyeonggi-do,20181007,25.25,53
Gyeonggi-do,20181008,26.5416666667,51
Gyeonggi-do,20181009,30.625,49
Gyeonggi-do,20181010,13.0833333333,24
Gyeonggi-do,20181011,17.375,41
Gyeonggi-do,20181012,26.375,54
Gyeonggi-do,20181013,36.75,63
Gyeonggi-do,20181014,34.3333333333,58
Gyeonggi-do,20181015,60.7916666667,107
Gyeonggi-do,20181016,47.5416666667,75
Gyeonggi-do,20181017,33.0833333333,70
Gyeonggi-do,20181018,21.8095238095,50
Gyeonggi-do,20181019,23.5,50
Gyeonggi-do,20181020,44.4166666667,74
Gyeonggi-do,20181021,45.0416666667,72
Gyeonggi-do,20181022,50.25,80
Gyeonggi-do,20181023,49.5833333333,81
Gyeonggi-do,20181024,42.9166666667,67
Gyeonggi-do,20181025,44.0833333333,71
Gyeonggi-do,20181026,34.4166666667,55
Gyeonggi-do,20181027,24.0416666667,53
Gyeonggi-do,20181028,18.0,25
Gyeonggi-do,20181029,17.7916666667,35
Gyeonggi-do,20181030,24.9166666667,47
Gyeonggi-do,20181031,24.9166666667,45
Gyeongsangnam-do,20180301,16.1304347826,44
Gyeongsangnam-do,20180302,30.0833333333,49
Gyeongsangnam-do,20180303,33.5833333333,67
Gyeongsangnam-do,20180304,29.0,44
Gyeongsangnam-do,20180305,6.71428571429,20
Gyeongsangnam-do,20180306,19.4583333333,30
Gyeongsangnam-do,20180307,21.0416666667,35
Gyeongsangnam-do,20180308,7.39130434783,25
Gyeongsangnam-do,20180309,26.375,37
Gyeongsangnam-do,20180310,28.9166666667,41
Gyeongsangnam-do,20180311,41.8333333333,71
Gyeongsangnam-do,20180312,48.9583333333,71
Gyeongsangnam-do,20180313,26.9583333333,56
Gyeongsangnam-do,20180314,18.1666666667,29
Gyeongsangnam-do,20180315,12.3333333333,19
Gyeongsangnam-do,20180316,15.0526315789,24
Gyeongsangnam-do,20180317,19.0,29
Gyeongsangnam-do,20180318,18.9166666667,31
Gyeongsangnam-do,20180319,7.95238095238,28
Gyeongsangnam-do,20180320,14.7083333333,24
Gyeongsangnam-do,20180321,3.39130434783,11
Gyeongsangnam-do,20180322,12.3333333333,26
Gyeongsangnam-do,20180323,24.7916666667,42
Gyeongsangnam-do,20180324,48.0,75
Gyeongsangnam-do,20180325,59.2916666667,78
Gyeongsangnam-do,20180326,39.5833333333,59
Gyeongsangnam-do,20180327,46.0,79
Gyeongsangnam-do,20180328,41.9166666667,63
Gyeongsangnam-do,20180329,34.7083333333,44
Gyeongsangnam-do,20180330,38.7083333333,53
Gyeongsangnam-do,20180331,34.1666666667,52
Gyeongsangnam-do,20180401,52.3333333333,93
Gyeongsangnam-do,20180402,36.875,57
Gyeongsangnam-do,20180403,28.25,59
Gyeongsangnam-do,20180404,15.9130434783,30
Gyeongsangnam-do,20180405,12.625,25
Gyeongsangnam-do,20180406,57.625,253
Gyeongsangnam-do,20180407,32.0416666667,49
Gyeongsangnam-do,20180408,33.375,49
Gyeongsangnam-do,20180409,50.875,72
Gyeongsangnam-do,20180410,34.125,60
Gyeongsangnam-do,20180411,30.9166666667,81
Gyeongsangnam-do,20180412,21.625,54
Gyeongsangnam-do,20180413,28.7083333333,39
Gyeongsangnam-do,20180414,17.7083333333,40
Gyeongsangnam-do,20180415,161.208333333,296
Gyeongsangnam-do,20180416,75.125,154
Gyeongsangnam-do,20180417,85.3333333333,143
Gyeongsangnam-do,20180418,67.75,92
Gyeongsangnam-do,20180419,44.9166666667,68
Gyeongsangnam-do,20180420,51.4166666667,94
Gyeongsangnam-do,20180421,44.875,69
Gyeongsangnam-do,20180422,40.7083333333,51
Gyeongsangnam-do,20180423,16.0434782609,51
Gyeongsangnam-do,20180424,4.70833333333,9
Gyeongsangnam-do,20180425,18.4583333333,38
Gyeongsangnam-do,20180426,26.6666666667,43
Gyeongsangnam-do,20180427,33.625,48
Gyeongsangnam-do,20180428,42.9583333333,78
Gyeongsangnam-do,20180429,47.8333333333,72
Gyeongsangnam-do,20180430,51.0416666667,71
Gyeongsangnam-do,20180501,48.3333333333,59
Gyeongsangnam-do,20180502,23.2916666667,54
Gyeongsangnam-do,20180503,30.0833333333,111
Gyeongsangnam-do,20180504,26.25,39
Gyeongsangnam-do,20180505,27.875,48
Gyeongsangnam-do,20180506,15.8333333333,30
Gyeongsangnam-do,20180507,10.7916666667,25
Gyeongsangnam-do,20180508,17.25,29
Gyeongsangnam-do,20180509,20.3333333333,37
Gyeongsangnam-do,20180510,27.5833333333,38
Gyeongsangnam-do,20180511,28.0416666667,41
Gyeongsangnam-do,20180512,25.125,37
Gyeongsangnam-do,20180513,17.75,32
Gyeongsangnam-do,20180514,41.7916666667,56
Gyeongsangnam-do,20180515,47.25,67
Gyeongsangnam-do,20180516,16.0,38
Gyeongsangnam-do,20180517,10.5833333333,23
Gyeongsangnam-do,20180518,22.3333333333,40
Gyeongsangnam-do,20180519,12.125,26
Gyeongsangnam-do,20180520,13.4166666667,30
Gyeongsangnam-do,20180521,21.0416666667,34
Gyeongsangnam-do,20180522,21.375,32
Gyeongsangnam-do,20180523,26.25,51
Gyeongsangnam-do,20180524,48.5,71
Gyeongsangnam-do,20180525,56.2916666667,72
Gyeongsangnam-do,20180526,39.7916666667,69
Gyeongsangnam-do,20180527,36.75,48
Gyeongsangnam-do,20180528,33.5833333333,50
Gyeongsangnam-do,20180529,21.5833333333,32
Gyeongsangnam-do,20180530,36.5416666667,57
Gyeongsangnam-do,20180531,26.7916666667,46
Gyeongsangnam-do,20180601,28.6666666667,41
Gyeongsangnam-do,20180602,34.7083333333,60
Gyeongsangnam-do,20180603,41.0833333333,60
Gyeongsangnam-do,20180604,34.625,48
Gyeongsangnam-do,20180605,28.4166666667,39
Gyeongsangnam-do,20180606,34.5416666667,49
Gyeongsangnam-do,20180607,45.0,58
Gyeongsangnam-do,20180608,49.7083333333,67
Gyeongsangnam-do,20180609,43.3333333333,66
Gyeongsangnam-do,20180610,18.875,72
Gyeongsangnam-do,20180611,9.41666666667,21
Gyeongsangnam-do,20180612,18.0,39
Gyeongsangnam-do,20180613,31.375,53
Gyeongsangnam-do,20180614,21.7916666667,29
Gyeongsangnam-do,20180615,18.5416666667,24
Gyeongsangnam-do,20180616,17.9583333333,30
Gyeongsangnam-do,20180617,21.125,32
Gyeongsangnam-do,20180618,23.4166666667,37
Gyeongsangnam-do,20180619,29.875,49
Gyeongsangnam-do,20180620,19.7777777778,38
Gyeongsangnam-do,20180621,22.4583333333,36
Gyeongsangnam-do,20180622,24.1666666667,35
Gyeongsangnam-do,20180623,32.125,44
Gyeongsangnam-do,20180624,38.375,58
Gyeongsangnam-do,20180625,43.375,58
Gyeongsangnam-do,20180626,24.3333333333,38
Gyeongsangnam-do,20180627,15.0416666667,63
Gyeongsangnam-do,20180628,8.125,24
Gyeongsangnam-do,20180629,19.6666666667,46
Gyeongsangnam-do,20180630,11.7083333333,40
Gyeongsangnam-do,20180701,12.3913043478,35
Gyeongsangnam-do,20180702,16.7727272727,31
Gyeongsangnam-do,20180703,9.75,24
Gyeongsangnam-do,20180704,16.1666666667,28
Gyeongsangnam-do,20180705,17.3333333333,32
Gyeongsangnam-do,20180706,9.625,40
Gyeongsangnam-do,20180707,7.16666666667,14
Gyeongsangnam-do,20180708,13.25,65
Gyeongsangnam-do,20180709,7.41666666667,23
Gyeongsangnam-do,20180710,20.7916666667,33
Gyeongsangnam-do,20180711,21.6666666667,31
Gyeongsangnam-do,20180712,21.875,34
Gyeongsangnam-do,20180713,23.1666666667,43
Gyeongsangnam-do,20180714,21.0,43
Gyeongsangnam-do,20180715,20.625,44
Gyeongsangnam-do,20180716,31.5833333333,63
Gyeongsangnam-do,20180717,39.7083333333,69
Gyeongsangnam-do,20180718,34.625,60
Gyeongsangnam-do,20180719,42.1666666667,60
Gyeongsangnam-do,20180720,53.1666666667,65
Gyeongsangnam-do,20180721,31.25,48
Gyeongsangnam-do,20180722,17.9166666667,28
Gyeongsangnam-do,20180723,18.25,30
Gyeongsangnam-do,20180724,19.0833333333,33
Gyeongsangnam-do,20180725,19.2083333333,29
Gyeongsangnam-do,20180726,26.4583333333,41
Gyeongsangnam-do,20180727,35.5833333333,59
Gyeongsangnam-do,20180728,39.875,51
Gyeongsangnam-do,20180729,18.2083333333,41
Gyeongsangnam-do,20180730,13.6666666667,37
Gyeongsangnam-do,20180731,16.1666666667,27
Gyeongsangnam-do,20180801,15.5416666667,24
Gyeongsangnam-do,20180802,15.2083333333,22
Gyeongsangnam-do,20180803,19.4166666667,28
Gyeongsangnam-do,20180804,24.0416666667,33
Gyeongsangnam-do,20180805,17.2916666667,29
Gyeongsangnam-do,20180806,21.5416666667,41
Gyeongsangnam-do,20180807,17.5416666667,27
Gyeongsangnam-do,20180808,20.375,39
Gyeongsangnam-do,20180809,30.375,54
Gyeongsangnam-do,20180810,19.6666666667,33
Gyeongsangnam-do,20180811,16.7083333333,24
Gyeongsangnam-do,20180812,19.7083333333,30
Gyeongsangnam-do,20180813,19.3333333333,30
Gyeongsangnam-do,20180814,17.9166666667,33
Gyeongsangnam-do,20180815,15.7916666667,26
Gyeongsangnam-do,20180816,10.875,37
Gyeongsangnam-do,20180817,16.2916666667,40
Gyeongsangnam-do,20180818,17.6666666667,27
Gyeongsangnam-do,20180819,18.5416666667,25
Gyeongsangnam-do,20180820,22.25,29
Gyeongsangnam-do,20180821,24.4375,35
Gyeongsangnam-do,20180822,17.375,29
Gyeongsangnam-do,20180823,9.70833333333,16
Gyeongsangnam-do,20180824,7.08333333333,14
Gyeongsangnam-do,20180825,19.5416666667,29
Gyeongsangnam-do,20180826,7.83333333333,26
Gyeongsangnam-do,20180827,9.54166666667,17
Gyeongsangnam-do,20180828,12.7916666667,23
Gyeongsangnam-do,20180829,14.5,23
Gyeongsangnam-do,20180830,10.1666666667,20
Gyeongsangnam-do,20180831,11.8260869565,23
Gyeongsangnam-do,20180901,15.3333333333,29
Gyeongsangnam-do,20180902,15.3333333333,26
Gyeongsangnam-do,20180903,10.4583333333,19
Gyeongsangnam-do,20180904,11.8333333333,28
Gyeongsangnam-do,20180905,17.4583333333,23
Gyeongsangnam-do,20180906,22.0416666667,38
Gyeongsangnam-do,20180907,24.7083333333,34
Gyeongsangnam-do,20180908,19.25,29
Gyeongsangnam-do,20180909,18.125,29
Gyeongsangnam-do,20180910,13.625,23
Gyeongsangnam-do,20180911,14.0416666667,28
Gyeongsangnam-do,20180912,18.25,29
Gyeongsangnam-do,20180913,19.9583333333,49
Gyeongsangnam-do,20180914,12.0416666667,21
Gyeongsangnam-do,20180915,11.2083333333,22
Gyeongsangnam-do,20180916,21.4166666667,40
Gyeongsangnam-do,20180917,27.3333333333,54
Gyeongsangnam-do,20180918,37.875,59
Gyeongsangnam-do,20180919,29.0,41
Gyeongsangnam-do,20180920,13.9166666667,32
Gyeongsangnam-do,20180921,11.75,25
Gyeongsangnam-do,20180922,15.9583333333,30
Gyeongsangnam-do,20180923,29.625,43
Gyeongsangnam-do,20180924,21.0833333333,31
Gyeongsangnam-do,20180925,12.5833333333,21
Gyeongsangnam-do,20180926,10.25,22
Gyeongsangnam-do,20180927,11.0869565217,24
Gyeongsangnam-do,20180928,14.125,24
Gyeongsangnam-do,20180929,13.9583333333,20
Gyeongsangnam-do,20180930,13.625,38
Gyeongsangnam-do,20181001,11.125,23
Gyeongsangnam-do,20181002,13.8333333333,32
Gyeongsangnam-do,20181003,16.9583333333,31
Gyeongsangnam-do,20181004,19.5416666667,30
Gyeongsangnam-do,20181005,4.95833333333,11
Gyeongsangnam-do,20181006,4.75,12
Gyeongsangnam-do,20181007,15.625,47
Gyeongsangnam-do,20181008,14.1666666667,32
Gyeongsangnam-do,20181009,20.875,63
Gyeongsangnam-do,20181010,17.875,31
Gyeongsangnam-do,20181011,11.1666666667,25
Gyeongsangnam-do,20181012,12.625,27
Gyeongsangnam-do,20181013,15.6666666667,26
Gyeongsangnam-do,20181014,16.1666666667,28
Gyeongsangnam-do,20181015,31.75,70
Gyeongsangnam-do,20181016,36.5416666667,50
Gyeongsangnam-do,20181017,32.6666666667,51
Gyeongsangnam-do,20181018,12.8333333333,26
Gyeongsangnam-do,20181019,12.8333333333,26
Gyeongsangnam-do,20181020,17.0416666667,37
Gyeongsangnam-do,20181021,16.9583333333,32
Gyeongsangnam-do,20181022,22.3333333333,37
Gyeongsangnam-do,20181023,21.6666666667,29
Gyeongsangnam-do,20181024,34.25,55
Gyeongsangnam-do,20181025,29.1666666667,52
Gyeongsangnam-do,20181026,27.0,42
Gyeongsangnam-do,20181027,13.875,23
Gyeongsangnam-do,20181028,18.5,42
Gyeongsangnam-do,20181029,14.375,40
Gyeongsangnam-do,20181030,14.375,32
Gyeongsangnam-do,20181031,17.2083333333,34
Gyeongsangbuk-do,20180301,27.0833333333,72
Gyeongsangbuk-do,20180302,40.9166666667,63
Gyeongsangbuk-do,20180303,38.9583333333,70
Gyeongsangbuk-do,20180304,32.9583333333,73
Gyeongsangbuk-do,20180305,6.70833333333,24
Gyeongsangbuk-do,20180306,20.5833333333,33
Gyeongsangbuk-do,20180307,19.5,37
Gyeongsangbuk-do,20180308,8.95833333333,20
