ZON_NM,DATE,WEATHER,T_MAX,T_MIN
Seoul,20180808,구름조금/안개,28.0,35.0
Seoul,20180809,구름많음/비/소나기,27.0,33.0
Seoul,20180810,구름조금/안개,26.0,37.0
Seoul,20180811,구름조금,26.0,36.0
Seoul,20180812,구름많음/소나기,27.0,35.0
Seoul,20180813,구름많음/소나기/안개,27.0,34.0
Seoul,20180814,구름많음,28.0,37.0
Seoul,20180815,구름많음/천둥번개/비,28.0,38.0
Seoul,20180816,구름조금,24.0,36.0
Seoul,20180817,맑음,22.0,34.0
Seoul,20180818,구름많음,22.0,32.0
Seoul,20180819,구름많음,23.0,34.0
Seoul,20180820,흐림/비,25.0,33.0
Seoul,20180821,구름많음/비,23.0,31.0
Seoul,20180822,구름조금,23.0,38.0
Seoul,20180823,흐림/비,26.0,32.0
Seoul,20180824,흐림/비,23.0,26.0
Seoul,20180825,구름많음,23.0,29.0
Seoul,20180826,구름많음/비,20.0,29.0
Seoul,20180827,흐림/비/이슬비,20.0,25.0
Seoul,20180828,흐림/비/천둥번개,23.0,26.0
Seoul,20180829,흐림/비/천둥번개,23.0,27.0
Seoul,20180830,흐림/비/안개/천둥번개,24.0,28.0
Seoul,20180831,구름조금/비,23.0,30.0
Seoul,20180901,맑음,21.0,31.0
Seoul,20180902,구름많음,20.0,30.0
Seoul,20180903,흐림/비/안개,21.0,26.0
Seoul,20180904,구름많음/안개,20.0,28.0
Seoul,20180905,맑음,20.0,29.0
Seoul,20180906,구름많음/비/안개,21.0,28.0
Seoul,20180907,구름조금/비,19.0,26.0
Seoul,20180908,맑음,16.0,28.0
Seoul,20180909,맑음,16.0,29.0
Seoul,20180910,구름조금,19.0,28.0
Seoul,20180911,구름많음,17.0,26.0
Seoul,20180912,구름조금,17.0,28.0
Seoul,20180913,구름많음,20.0,28.0
Seoul,20180914,흐림/비,20.0,27.0
Seoul,20180915,흐림/비/안개,21.0,26.0
Seoul,20180916,흐림/비/안개,21.0,24.0
Seoul,20180917,구름많음/비/안개,19.0,28.0
Seoul,20180918,흐림,18.0,27.0
Seoul,20180919,흐림/비,19.0,27.0
Seoul,20180920,흐림/비/안개/이슬비,18.0,20.0
Seoul,20180921,흐림/비,18.0,22.0
Seoul,20180922,구름조금/비/안개,17.0,26.0
Seoul,20180923,구름조금/비,16.0,25.0
Seoul,20180924,맑음,14.0,22.0
Seoul,20180925,구름조금,11.0,24.0
Seoul,20180926,구름많음,16.0,25.0
Seoul,20180927,맑음,13.0,25.0
Seoul,20180928,구름많음,14.0,22.0
Seoul,20180929,맑음,15.0,27.0
Seoul,20180930,맑음,14.0,22.0
Seoul,20181001,구름조금/비,13.0,20.0
Seoul,20181002,맑음,10.0,22.0
Seoul,20181003,맑음,11.0,24.0
Seoul,20181004,구름많음,13.0,26.0
Seoul,20181005,흐림/비,16.0,19.0
Seoul,20181006,구름많음/비,16.0,22.0
Seoul,20181007,구름조금/안개,12.0,21.0
Seoul,20181008,구름조금,9.0,21.0
Seoul,20181009,흐림/비,11.0,20.0
Seoul,20181010,구름많음/비/안개,8.0,17.0
Seoul,20181011,맑음,6.0,14.0
Seoul,20181012,맑음,5.0,17.0
Seoul,20181013,맑음/안개,6.0,20.0
Seoul,20181014,구름조금/안개,7.0,20.0
Seoul,20181015,구름조금/안개,11.0,21.0
Seoul,20181016,구름많음,10.0,20.0
Seoul,20181017,맑음/안개,8.0,19.0
Seoul,20181018,구름조금/비,8.0,19.0
Seoul,20181019,맑음,7.0,20.0
Seoul,20181020,맑음/안개,7.0,21.0
Seoul,20181021,구름조금,7.0,21.0
Seoul,20181022,구름많음/안개,9.0,21.0
Seoul,20181023,구름많음/비/안개/천둥번개,10.0,17.0
Seoul,20181024,맑음/안개,8.0,19.0
Seoul,20181025,구름조금,7.0,21.0
Seoul,20181026,구름많음/비,10.0,15.0
Seoul,20181027,맑음,6.0,12.0
Seoul,20181028,구름많음/비/천둥번개,5.0,14.0
Seoul,20181029,구름많음/비,3.0,12.0
Seoul,20181030,구름조금/비,1.0,12.0
Seoul,20181031,맑음/비,3.0,13.0
Ulsan,20180301,구름조금/비,1.0,11.0
Ulsan,20180302,구름조금,-2.0,10.0
Ulsan,20180303,구름조금,2.0,16.0
Ulsan,20180304,구름많음/비/천둥번개,6.0,19.0
Ulsan,20180305,흐림/비,3.0,13.0
Ulsan,20180306,구름많음,3.0,8.0
Ulsan,20180307,흐림/비,5.0,7.0
Ulsan,20180308,흐림/비,3.0,5.0
Ulsan,20180309,구름많음/비,1.0,6.0
Ulsan,20180310,구름조금,0.0,14.0
Ulsan,20180311,맑음/안개,3.0,14.0
Ulsan,20180312,맑음/안개,3.0,19.0
Ulsan,20180313,맑음/안개,6.0,21.0
Ulsan,20180314,맑음,9.0,23.0
Ulsan,20180315,흐림/비,7.0,17.0
Ulsan,20180316,구름많음/비,2.0,7.0
Ulsan,20180317,구름조금,2.0,11.0
Ulsan,20180318,흐림/비,2.0,18.0
Ulsan,20180319,흐림/비,5.0,12.0
Ulsan,20180320,흐림/비,4.0,7.0
Ulsan,20180321,흐림/눈/비/진눈개비,1.0,4.0
Ulsan,20180322,구름조금/비/진눈개비,1.0,12.0
Ulsan,20180323,맑음,1.0,15.0
Ulsan,20180324,맑음/안개,5.0,18.0
Ulsan,20180325,맑음/안개,8.0,22.0
Ulsan,20180326,맑음,11.0,21.0
Ulsan,20180327,맑음,10.0,24.0
Ulsan,20180328,맑음,10.0,25.0
Ulsan,20180329,구름조금,10.0,20.0
Ulsan,20180330,맑음,8.0,15.0
Ulsan,20180331,맑음,6.0,19.0
Ulsan,20180401,구름많음,11.0,24.0
Ulsan,20180402,맑음/안개,14.0,25.0
Ulsan,20180403,맑음,14.0,27.0
Ulsan,20180404,흐림/비,8.0,15.0
Ulsan,20180405,흐림/비,8.0,11.0
Ulsan,20180406,구름많음/비/황사,6.0,16.0
Ulsan,20180407,구름조금/비,4.0,10.0
Ulsan,20180408,맑음,2.0,14.0
Ulsan,20180409,구름조금/안개,8.0,18.0
Ulsan,20180410,구름조금/비/안개,7.0,21.0
Ulsan,20180411,구름많음/비,15.0,26.0
Ulsan,20180412,구름많음,11.0,24.0
Ulsan,20180413,구름많음/비,9.0,17.0
Ulsan,20180414,흐림/비,10.0,12.0
Ulsan,20180415,구름조금/황사,9.0,18.0
Ulsan,20180416,구름조금/황사,8.0,17.0
Ulsan,20180417,구름조금,9.0,19.0
Ulsan,20180418,맑음,10.0,21.0
Ulsan,20180419,맑음,10.0,24.0
Ulsan,20180420,맑음/안개,15.0,27.0
Ulsan,20180421,구름조금/안개,13.0,29.0
Ulsan,20180422,구름많음/비,12.0,22.0
Ulsan,20180423,흐림/비,11.0,12.0
Ulsan,20180424,흐림/비,10.0,12.0
Ulsan,20180425,맑음,8.0,19.0
Ulsan,20180426,구름많음,6.0,19.0
Ulsan,20180427,구름조금,10.0,22.0
Ulsan,20180428,맑음,8.0,26.0
Ulsan,20180429,맑음/안개,13.0,26.0
Ulsan,20180430,구름조금/안개,14.0,26.0
Ulsan,20180501,구름많음/안개,14.0,23.0
Ulsan,20180502,흐림/비/안개,14.0,18.0
Ulsan,20180503,맑음,12.0,20.0
Ulsan,20180504,맑음,9.0,22.0
Ulsan,20180505,구름조금,14.0,27.0
Ulsan,20180506,흐림/비,15.0,19.0
Ulsan,20180507,흐림/비,13.0,17.0
Ulsan,20180508,흐림/비,12.0,15.0
Ulsan,20180509,흐림,11.0,13.0
Ulsan,20180510,맑음/안개,10.0,19.0
Ulsan,20180511,구름조금,11.0,25.0
Ulsan,20180512,흐림/비/안개,15.0,20.0
Ulsan,20180513,구름조금/비/안개,17.0,26.0
Ulsan,20180514,맑음/안개,15.0,26.0
Ulsan,20180515,구름많음/비/안개,17.0,32.0
Ulsan,20180516,흐림/비/안개,21.0,25.0
Ulsan,20180517,구름많음/비,23.0,28.0
Ulsan,20180518,흐림/비/안개,11.0,23.0
Ulsan,20180519,구름많음/비,12.0,17.0
Ulsan,20180520,구름많음,12.0,17.0
Ulsan,20180521,흐림/비,12.0,20.0
Ulsan,20180522,구름많음/비/안개,11.0,24.0
Ulsan,20180523,구름조금/비,13.0,23.0
Ulsan,20180524,맑음,10.0,29.0
Ulsan,20180525,구름많음,16.0,30.0
Ulsan,20180526,맑음/안개,15.0,26.0
Ulsan,20180527,구름많음/안개,15.0,24.0
Ulsan,20180528,흐림/안개,18.0,24.0
Ulsan,20180529,구름많음/안개,17.0,26.0
Ulsan,20180530,흐림/비/소나기/안개/천둥번개,18.0,27.0
Ulsan,20180531,구름조금/안개,17.0,23.0
Ulsan,20180601,맑음/안개,15.0,26.0
Ulsan,20180602,맑음,17.0,30.0
Ulsan,20180603,구름조금/안개,18.0,28.0
Ulsan,20180604,구름많음/안개,17.0,29.0
Ulsan,20180605,흐림/비/안개,18.0,23.0
Ulsan,20180606,구름조금/안개,17.0,27.0
Ulsan,20180607,맑음/안개,18.0,29.0
Ulsan,20180608,구름조금/안개,19.0,29.0
Ulsan,20180609,구름많음/비/안개,18.0,22.0
Ulsan,20180610,흐림/비,17.0,21.0
Ulsan,20180611,흐림/비,15.0,18.0
Ulsan,20180612,흐림/비,14.0,22.0
Ulsan,20180613,흐림,16.0,22.0
Ulsan,20180614,구름많음/비,17.0,22.0
Ulsan,20180615,흐림,17.0,21.0
Ulsan,20180616,구름많음,15.0,20.0
Ulsan,20180617,구름많음,13.0,26.0
Ulsan,20180618,구름많음/안개,18.0,27.0
Ulsan,20180619,흐림/비/안개,19.0,27.0
Ulsan,20180620,구름많음/비/안개,18.0,28.0
Ulsan,20180621,구름조금/안개,19.0,30.0
Ulsan,20180622,흐림,18.0,30.0
Ulsan,20180623,구름많음/비,20.0,29.0
Ulsan,20180624,맑음,21.0,35.0
Ulsan,20180625,구름조금/안개,22.0,32.0
Ulsan,20180626,흐림/비/안개,21.0,28.0
Ulsan,20180627,흐림/비,22.0,29.0
Ulsan,20180628,흐림/비,18.0,26.0
Ulsan,20180629,흐림/비/안개,21.0,28.0
Ulsan,20180630,흐림/비,20.0,25.0
Ulsan,20180701,흐림/비/천둥번개,20.0,29.0
Ulsan,20180702,흐림/비,24.0,29.0
Ulsan,20180703,흐림/비,22.0,24.0
Ulsan,20180704,흐림/비/소나기/안개/이슬비,22.0,30.0
Ulsan,20180705,흐림/비,21.0,24.0
Ulsan,20180706,흐림/비,18.0,21.0
Ulsan,20180707,흐림/비,18.0,21.0
Ulsan,20180708,흐림/비,17.0,20.0
Ulsan,20180709,흐림/비/안개,18.0,21.0
Ulsan,20180710,구름많음/안개,19.0,28.0
Ulsan,20180711,구름많음/안개,22.0,32.0
Ulsan,20180712,구름많음,24.0,34.0
Ulsan,20180713,구름조금,25.0,33.0
Ulsan,20180714,맑음/안개,25.0,33.0
Ulsan,20180715,맑음/안개,25.0,33.0
Ulsan,20180716,맑음/안개,26.0,36.0
Ulsan,20180717,맑음/안개,25.0,35.0
Ulsan,20180718,맑음/안개,25.0,34.0
Ulsan,20180719,맑음/안개,25.0,34.0
Ulsan,20180720,맑음/안개,24.0,35.0
Ulsan,20180721,맑음/안개,25.0,32.0
Ulsan,20180722,구름조금/비,25.0,35.0
Ulsan,20180723,구름조금,27.0,35.0
Ulsan,20180724,맑음,26.0,35.0
Ulsan,20180725,맑음,26.0,36.0
Ulsan,20180726,맑음/안개,28.0,35.0
Ulsan,20180727,구름조금/비/안개,27.0,34.0
Ulsan,20180728,구름조금/비/안개,26.0,32.0
Ulsan,20180729,흐림/비,25.0,31.0
Ulsan,20180730,구름많음/비,25.0,32.0
Ulsan,20180731,구름조금,24.0,33.0
Ulsan,20180801,맑음/안개,24.0,34.0
Ulsan,20180802,맑음,24.0,33.0
Ulsan,20180803,맑음,25.0,35.0
Ulsan,20180804,맑음,26.0,37.0
Ulsan,20180805,맑음,28.0,37.0
Ulsan,20180806,구름많음/비/소나기,26.0,33.0
Ulsan,20180807,구름조금/비/소나기,24.0,30.0
Ulsan,20180808,구름조금,23.0,31.0
Ulsan,20180809,구름많음,24.0,32.0
Ulsan,20180810,흐림/비,24.0,27.0
Ulsan,20180811,구름많음/비,24.0,30.0
Ulsan,20180812,구름많음/비,26.0,31.0
Ulsan,20180813,구름많음,25.0,34.0
Ulsan,20180814,구름많음,25.0,34.0
Ulsan,20180815,구름많음/비,25.0,31.0
Ulsan,20180816,흐림/비,23.0,31.0
Ulsan,20180817,구름많음/비,23.0,27.0
Ulsan,20180818,구름조금,21.0,27.0
Ulsan,20180819,구름조금,18.0,30.0
Ulsan,20180820,맑음,20.0,30.0
Ulsan,20180821,구름조금,21.0,32.0
Ulsan,20180822,구름많음,26.0,32.0
Ulsan,20180823,흐림/비,25.0,30.0
Ulsan,20180824,구름많음/비,25.0,32.0
Ulsan,20180825,구름많음/비,24.0,30.0
Ulsan,20180826,흐림/비/천둥번개,21.0,24.0
Ulsan,20180827,흐림/비/안개/천둥번개,21.0,27.0
Ulsan,20180828,흐림/비/안개,23.0,29.0
Ulsan,20180829,구름많음/안개,23.0,32.0
Ulsan,20180830,구름많음/비/천둥번개,25.0,32.0
Ulsan,20180831,흐림/비,22.0,28.0
Ulsan,20180901,구름많음/비,20.0,26.0
Ulsan,20180902,구름많음/비,20.0,24.0
Ulsan,20180903,흐림/비/안개,21.0,27.0
Ulsan,20180904,구름조금/비,21.0,30.0
Ulsan,20180905,구름조금,18.0,29.0
Ulsan,20180906,구름많음/비,18.0,28.0
Ulsan,20180907,흐림/비,20.0,25.0
Ulsan,20180908,흐림,19.0,24.0
Ulsan,20180909,흐림/비,19.0,24.0
Ulsan,20180910,구름조금/비,19.0,24.0
Ulsan,20180911,구름많음,19.0,23.0
Ulsan,20180912,흐림/비,20.0,24.0
Ulsan,20180913,흐림/비/천둥번개,20.0,22.0
Ulsan,20180914,흐림/비,21.0,23.0
Ulsan,20180915,흐림/비,21.0,25.0
Ulsan,20180916,구름많음/비/안개,20.0,29.0
Ulsan,20180917,구름많음/비/안개,20.0,28.0
Ulsan,20180918,구름조금/안개,19.0,28.0
Ulsan,20180919,흐림/비/안개,19.0,26.0
Ulsan,20180920,흐림/비,19.0,21.0
Ulsan,20180921,흐림/비,19.0,21.0
Ulsan,20180922,구름조금,17.0,28.0
Ulsan,20180923,구름많음,15.0,27.0
Ulsan,20180924,구름많음,14.0,21.0
Ulsan,20180925,구름조금/비,13.0,23.0
Ulsan,20180926,구름많음/비,17.0,22.0
Ulsan,20180927,구름조금,16.0,23.0
Ulsan,20180928,구름많음/비,14.0,23.0
Ulsan,20180929,흐림/비,16.0,18.0
Ulsan,20180930,구름많음/비,16.0,24.0
Ulsan,20181001,구름조금,13.0,21.0
Ulsan,20181002,구름조금,12.0,22.0
Ulsan,20181003,맑음,11.0,23.0
Ulsan,20181004,구름많음/비,13.0,24.0
Ulsan,20181005,흐림/비,18.0,20.0
Ulsan,20181006,구름많음/비,19.0,24.0
Ulsan,20181007,맑음,17.0,26.0
Ulsan,20181008,구름조금,13.0,22.0
Ulsan,20181009,흐림/비,12.0,20.0
Ulsan,20181010,흐림/비,11.0,20.0
Ulsan,20181011,구름조금,9.0,16.0
Ulsan,20181012,맑음,7.0,18.0
Ulsan,20181013,구름많음/비,10.0,20.0
Ulsan,20181014,구름조금,10.0,21.0
Ulsan,20181015,구름조금,12.0,21.0
Ulsan,20181016,흐림/안개,11.0,19.0
Ulsan,20181017,맑음/안개,12.0,21.0
Ulsan,20181018,구름조금/비,10.0,20.0
Ulsan,20181019,구름조금/비,10.0,18.0
Ulsan,20181020,맑음,8.0,20.0
Ulsan,20181021,맑음,7.0,21.0
Ulsan,20181022,구름많음,10.0,21.0
Ulsan,20181023,구름조금/안개,13.0,23.0
Ulsan,20181024,맑음,9.0,21.0
Ulsan,20181025,맑음,10.0,21.0
Ulsan,20181026,구름많음/비,10.0,18.0
Ulsan,20181027,구름조금,8.0,16.0
Ulsan,20181028,구름조금/비,5.0,18.0
Ulsan,20181029,구름조금/비,8.0,18.0
Ulsan,20181030,맑음,6.0,15.0
Ulsan,20181031,구름조금,6.0,16.0
Incheon,20180301,구름조금/비/안개/진눈개비,-4.0,4.0
Incheon,20180302,구름조금,-6.0,3.0
Incheon,20180303,구름많음/안개/이슬비,1.0,14.0
Incheon,20180304,흐림/비/안개/이슬비,7.0,12.0
Incheon,20180305,구름많음/비,2.0,9.0
Incheon,20180306,구름조금/안개,-1.0,8.0
Incheon,20180307,흐림/비,2.0,11.0
Incheon,20180308,구름많음/비/안개,2.0,8.0
Incheon,20180309,구름조금/안개,2.0,8.0
Incheon,20180310,구름조금/안개,0.0,7.0
Incheon,20180311,구름조금/안개,1.0,9.0
Incheon,20180312,구름조금/안개,1.0,12.0
Incheon,20180313,흐림/안개,6.0,14.0
Incheon,20180314,구름많음,12.0,20.0
Incheon,20180315,흐림/비/안개/이슬비,8.0,16.0
Incheon,20180316,맑음,4.0,11.0
Incheon,20180317,구름많음,2.0,11.0
Incheon,20180318,흐림/비/안개,5.0,10.0
Incheon,20180319,흐림/비/안개,6.0,11.0
Incheon,20180320,구름많음,2.0,9.0
Incheon,20180321,흐림/눈/안개/진눈개비,1.0,5.0
Incheon,20180322,구름조금/안개,1.0,8.0
Incheon,20180323,구름조금/안개,2.0,9.0
Incheon,20180324,흐림/안개,4.0,8.0
Incheon,20180325,구름많음/안개,3.0,9.0
Incheon,20180326,구름조금/안개,4.0,13.0
Incheon,20180327,맑음/안개,6.0,16.0
Incheon,20180328,구름조금/안개,10.0,17.0
Incheon,20180329,구름많음/안개,10.0,17.0
Incheon,20180330,맑음/안개,9.0,18.0
Incheon,20180331,구름조금/안개,8.0,17.0
Incheon,20180401,흐림/비/안개,11.0,17.0
Incheon,20180402,구름많음/안개,14.0,22.0
Incheon,20180403,흐림/비/안개,12.0,19.0
Incheon,20180404,구름많음/비,9.0,16.0
Incheon,20180405,흐림/비,7.0,11.0
Incheon,20180406,흐림/비/안개/황사,3.0,7.0
Incheon,20180407,구름조금/안개,2.0,8.0
Incheon,20180408,구름많음/비/안개,3.0,8.0
Incheon,20180409,구름조금/안개,0.0,13.0
Incheon,20180410,구름많음/비/안개,10.0,20.0
Incheon,20180411,구름조금/안개,8.0,14.0
Incheon,20180412,구름조금,7.0,16.0
Incheon,20180413,흐림,9.0,18.0
Incheon,20180414,흐림/비/안개,7.0,15.0
Incheon,20180415,구름조금/안개,6.0,13.0
Incheon,20180416,맑음,6.0,16.0
Incheon,20180417,맑음/안개,7.0,17.0
Incheon,20180418,맑음/안개,7.0,15.0
Incheon,20180419,맑음/안개,7.0,17.0
Incheon,20180420,맑음/안개,11.0,22.0
Incheon,20180421,구름조금/안개,12.0,21.0
Incheon,20180422,흐림/비,11.0,19.0
Incheon,20180423,흐림/비,9.0,12.0
Incheon,20180424,흐림/비,9.0,15.0
Incheon,20180425,맑음,8.0,21.0
Incheon,20180426,구름많음/안개,10.0,19.0
Incheon,20180427,맑음/비/안개,10.0,19.0
Incheon,20180428,맑음/안개,9.0,18.0
Incheon,20180429,구름조금/안개,10.0,21.0
Incheon,20180430,구름많음/안개/이슬비,12.0,22.0
Incheon,20180501,흐림/비/안개/이슬비,17.0,22.0
Incheon,20180502,흐림/비/안개,10.0,18.0
Incheon,20180503,구름조금/비/안개,9.0,15.0
Incheon,20180504,맑음,11.0,16.0
Incheon,20180505,구름많음/비,12.0,22.0
Incheon,20180506,흐림/비/안개,15.0,19.0
Incheon,20180507,구름많음/안개,14.0,24.0
Incheon,20180508,구름조금,13.0,23.0
Incheon,20180509,맑음,10.0,19.0
Incheon,20180510,구름조금/안개,11.0,17.0
Incheon,20180511,흐림/비/안개,11.0,18.0
Incheon,20180512,흐림/비/이슬비,11.0,15.0
Incheon,20180513,구름많음/안개/이슬비,11.0,16.0
Incheon,20180514,구름많음/안개,10.0,22.0
Incheon,20180515,흐림/비/안개,16.0,28.0
Incheon,20180516,흐림/비/이슬비/천둥번개,19.0,24.0
Incheon,20180517,흐림/비/안개/이슬비/천둥번개,17.0,22.0
Incheon,20180518,구름많음/비/안개/이슬비,13.0,18.0
Incheon,20180519,맑음,10.0,24.0
Incheon,20180520,구름조금,14.0,22.0
Incheon,20180521,구름조금,13.0,22.0
Incheon,20180522,흐림/비/안개,15.0,22.0
Incheon,20180523,맑음/비,13.0,20.0
Incheon,20180524,맑음/안개,12.0,21.0
Incheon,20180525,구름조금/안개,14.0,23.0
Incheon,20180526,맑음/안개,15.0,26.0
Incheon,20180527,구름많음,15.0,22.0
Incheon,20180528,구름조금/안개,15.0,26.0
Incheon,20180529,흐림/비/안개/이슬비/천둥번개,18.0,24.0
Incheon,20180530,구름많음/비/안개/이슬비,15.0,21.0
Incheon,20180531,맑음/안개,15.0,25.0
Incheon,20180601,맑음/안개,16.0,27.0
Incheon,20180602,구름조금/안개,16.0,27.0
Incheon,20180603,구름조금/안개,16.0,28.0
Incheon,20180604,구름많음/안개,18.0,24.0
Incheon,20180605,맑음/안개,18.0,27.0
Incheon,20180606,구름조금/안개,17.0,24.0
Incheon,20180607,구름많음/안개,17.0,23.0
Incheon,20180608,구름많음/안개,18.0,24.0
Incheon,20180609,흐림/비/안개/천둥번개,17.0,28.0
Incheon,20180610,흐림/비,18.0,24.0
Incheon,20180611,흐림/비,18.0,22.0
Incheon,20180612,구름조금/소나기,17.0,24.0
Incheon,20180613,구름많음/안개,18.0,25.0
Incheon,20180614,흐림/비/안개,18.0,23.0
Incheon,20180615,구름많음/비/천둥번개,17.0,26.0
Incheon,20180616,구름조금,17.0,26.0
Incheon,20180617,구름많음/안개,18.0,24.0
Incheon,20180618,구름조금/안개,19.0,27.0
Incheon,20180619,구름많음/안개,18.0,24.0
Incheon,20180620,구름많음/안개,18.0,24.0
Incheon,20180621,구름조금/안개,19.0,25.0
Incheon,20180622,구름많음/안개,18.0,28.0
Incheon,20180623,흐림/안개,20.0,25.0
Incheon,20180624,구름조금/안개,19.0,27.0
Incheon,20180625,흐림/안개,20.0,29.0
Incheon,20180626,흐림/비/안개,19.0,24.0
Incheon,20180627,흐림/안개/이슬비,19.0,23.0
Incheon,20180628,흐림/비/안개/이슬비,20.0,25.0
Incheon,20180629,흐림/비/안개/이슬비,20.0,26.0
Incheon,20180630,흐림/안개,20.0,29.0
Incheon,20180701,흐림/비,21.0,24.0
Incheon,20180702,흐림/비,20.0,25.0
Incheon,20180703,구름많음/비/소나기/안개,23.0,31.0
Incheon,20180704,구름많음/안개,22.0,29.0
Incheon,20180705,구름많음/비/안개,22.0,29.0
Incheon,20180706,흐림,22.0,27.0
Incheon,20180707,구름조금/비,19.0,29.0
Incheon,20180708,구름많음,19.0,27.0
Incheon,20180709,흐림/비,20.0,24.0
Incheon,20180710,흐림/비,21.0,27.0
Incheon,20180711,흐림/비,25.0,28.0
Incheon,20180712,흐림/비/안개/이슬비,24.0,27.0
Incheon,20180713,구름많음/안개,24.0,29.0
Incheon,20180714,구름조금/안개/이슬비,24.0,29.0
Incheon,20180715,구름조금/안개/이슬비,24.0,31.0
Incheon,20180716,맑음/안개,22.0,31.0
Incheon,20180717,맑음/안개,23.0,29.0
Incheon,20180718,맑음/안개,22.0,30.0
Incheon,20180719,맑음/안개,23.0,31.0
Incheon,20180720,맑음/안개,24.0,32.0
Incheon,20180721,맑음/안개,24.0,33.0
Incheon,20180722,구름조금,25.0,35.0
Incheon,20180723,구름많음/비,27.0,33.0
Incheon,20180724,맑음/안개,26.0,34.0
Incheon,20180725,구름조금/안개,27.0,31.0
Incheon,20180726,구름조금/안개,27.0,31.0
Incheon,20180727,구름조금/안개,26.0,32.0
Incheon,20180728,구름조금/소나기/안개/천둥번개,27.0,33.0
Incheon,20180729,구름조금,27.0,35.0
Incheon,20180730,구름조금,26.0,36.0
Incheon,20180731,맑음,28.0,35.0
Incheon,20180801,맑음/안개,28.0,36.0
Incheon,20180802,구름조금/안개,29.0,35.0
Incheon,20180803,맑음/안개,29.0,35.0
Incheon,20180804,구름조금/안개,27.0,33.0
Incheon,20180805,구름많음/비/안개,27.0,32.0
Incheon,20180806,구름많음/비/안개,27.0,33.0
Incheon,20180807,구름조금,28.0,33.0
Incheon,20180808,구름조금/안개,27.0,33.0
Incheon,20180809,구름많음/안개,27.0,31.0
Incheon,20180810,구름조금/안개,26.0,35.0
Incheon,20180811,구름조금,27.0,34.0
Incheon,20180812,구름많음/비,27.0,34.0
Incheon,20180813,구름많음/소나기/안개,27.0,34.0
Incheon,20180814,구름많음,29.0,35.0
Incheon,20180815,구름많음/비/소나기/안개,28.0,35.0
Incheon,20180816,구름조금,26.0,35.0
Incheon,20180817,맑음,23.0,33.0
Incheon,20180818,구름많음,22.0,30.0
Incheon,20180819,구름많음,24.0,31.0
Incheon,20180820,흐림/비,25.0,32.0
Incheon,20180821,구름많음/비/안개,23.0,29.0
Incheon,20180822,구름많음/비/소나기/안개,23.0,34.0
Incheon,20180823,흐림/비,24.0,31.0
Incheon,20180824,흐림/비/이슬비,23.0,25.0
Incheon,20180825,구름많음,23.0,27.0
Incheon,20180826,구름많음/비/안개,21.0,28.0
Incheon,20180827,흐림/비/안개/이슬비,21.0,26.0
Incheon,20180828,흐림/비/안개/천둥번개,23.0,26.0
Incheon,20180829,흐림/비/천둥번개,23.0,27.0
Incheon,20180830,흐림/비/안개/천둥번개,24.0,27.0
Incheon,20180831,구름많음/비,23.0,28.0
Incheon,20180901,구름조금/안개,22.0,30.0
Incheon,20180902,구름많음,21.0,29.0
Incheon,20180903,흐림/비/안개,22.0,26.0
Incheon,20180904,구름조금/안개,20.0,27.0
Incheon,20180905,맑음,23.0,27.0
Incheon,20180906,구름많음/비/안개,22.0,27.0
Incheon,20180907,구름조금/비/안개,19.0,25.0
Incheon,20180908,맑음,17.0,26.0
Incheon,20180909,맑음,17.0,26.0
Incheon,20180910,구름조금,19.0,27.0
Incheon,20180911,구름많음,18.0,26.0
Incheon,20180912,구름많음,18.0,27.0
Incheon,20180913,흐림,21.0,27.0
Incheon,20180914,흐림/비,22.0,26.0
Incheon,20180915,흐림/비,22.0,25.0
Incheon,20180916,흐림/비/안개,21.0,23.0
Incheon,20180917,구름많음/비/안개,18.0,25.0
Incheon,20180918,흐림/안개,19.0,25.0
Incheon,20180919,흐림/비/안개,19.0,24.0
Incheon,20180920,흐림/비/안개/이슬비,18.0,20.0
Incheon,20180921,흐림/비,18.0,22.0
Incheon,20180922,구름조금/비/안개,18.0,25.0
Incheon,20180923,구름조금/비,18.0,24.0
Incheon,20180924,맑음,15.0,21.0
Incheon,20180925,구름조금,13.0,23.0
Incheon,20180926,구름많음,16.0,25.0
Incheon,20180927,맑음,14.0,25.0
Incheon,20180928,구름많음,16.0,21.0
Incheon,20180929,맑음,16.0,26.0
Incheon,20180930,맑음/안개,16.0,21.0
Incheon,20181001,구름조금/비,14.0,19.0
Incheon,20181002,맑음,12.0,20.0
Incheon,20181003,맑음/안개,13.0,22.0
Incheon,20181004,구름많음,15.0,25.0
Incheon,20181005,흐림/비,16.0,20.0
Incheon,20181006,구름많음/비,16.0,22.0
Incheon,20181007,구름조금,13.0,20.0
Incheon,20181008,구름조금,13.0,20.0
Incheon,20181009,흐림/천둥번개/비,13.0,19.0
Incheon,20181010,구름많음/비/천둥번개,10.0,16.0
Incheon,20181011,구름조금,9.0,14.0
Incheon,20181012,맑음,8.0,16.0
Incheon,20181013,맑음/안개,8.0,18.0
Incheon,20181014,구름조금/안개,10.0,19.0
Incheon,20181015,구름조금/안개,12.0,20.0
Incheon,20181016,구름많음,12.0,19.0
Incheon,20181017,맑음,10.0,17.0
Incheon,20181018,구름조금/비,8.0,17.0
Incheon,20181019,맑음,9.0,18.0
Incheon,20181020,맑음/안개,9.0,19.0
Incheon,20181021,구름조금/안개,9.0,19.0
Incheon,20181022,구름많음/안개,11.0,19.0
