ctg1,id
패션의류,50000000
패션잡화,50000001
화장품/미용,50000002
디지털/가전,50000003
가구/인테리어,50000004
출산/육아,50000005
식품,50000006
스포츠/레저,50000007
생활/건강,50000008
여행/문화,50000009
면세점,50000010
